2024-09-04 01:20, failed, 0.000000
2024-09-04 01:21, failed, 0.000000
2024-09-04 12:34, failed, 0.000000
2024-09-04 12:35, failed, 0.000000
2024-09-04 12:35, failed, 0.000000
2024-09-04 12:36, failed, 0.000000
2024-09-04 12:36, failed, 0.000000
2024-09-04 12:37, failed, 0.000000
2024-09-05 01:18, failed, 0.000000
2024-09-05 01:18, failed, 0.000000
2024-09-05 01:19, failed, 0.000000
2024-09-05 01:19, failed, 0.000000
2024-09-05 01:20, failed, 0.000000
2024-09-05 01:21, failed, 0.000000
2024-09-05 12:34, failed, 0.000000
2024-09-05 12:35, failed, 0.000000
2024-09-05 12:35, failed, 0.000000
2024-09-05 12:36, failed, 0.000000
2024-09-05 12:36, failed, 0.000000
2024-09-05 12:37, failed, 0.000000
2024-09-06 01:18, failed, 0.000000
2024-09-06 01:18, failed, 0.000000
2024-09-06 01:19, failed, 0.000000
2024-09-06 01:20, failed, 0.000000
2024-09-06 01:20, failed, 0.000000
2024-09-06 01:21, failed, 0.000000
2024-09-06 12:33, failed, 0.000000
2024-09-06 12:33, failed, 0.000000
2024-09-06 12:34, failed, 0.000000
2024-09-06 12:35, failed, 0.000000
2024-09-06 12:35, failed, 0.000000
2024-09-06 12:36, failed, 0.000000
2024-09-07 01:16, failed, 0.000000
2024-09-07 01:17, failed, 0.000000
2024-09-07 01:17, failed, 0.000000
2024-09-07 01:18, failed, 0.000000
2024-09-07 01:18, failed, 0.000000
2024-09-07 01:19, failed, 0.000000
2024-09-07 12:30, failed, 0.000000
2024-09-07 12:31, failed, 0.000000
2024-09-07 12:32, failed, 0.000000
2024-09-07 12:32, failed, 0.000000
2024-09-07 12:33, failed, 0.000000
2024-09-07 12:34, failed, 0.000000
2024-09-08 01:24, failed, 0.000000
2024-09-08 01:24, failed, 0.000000
2024-09-08 01:25, failed, 0.000000
2024-09-08 01:25, failed, 0.000000
2024-09-08 01:26, failed, 0.000000
2024-09-08 01:27, failed, 0.000000
2024-09-08 12:31, failed, 0.000000
2024-09-08 12:31, failed, 0.000000
2024-09-08 12:32, failed, 0.000000
2024-09-08 12:33, failed, 0.000000
2024-09-08 12:33, failed, 0.000000
2024-09-08 12:34, failed, 0.000000
2024-09-09 01:20, failed, 0.000000
2024-09-09 01:20, failed, 0.000000
2024-09-09 01:21, failed, 0.000000
2024-09-09 01:22, failed, 0.000000
2024-09-09 01:22, failed, 0.000000
